"categoria","nombre_interno","imagen","bundle_origen","ancho","alto","estado_imagen"
"shops","bubbles_gj_49","assets/images/game-data/shops/bubbles_gj_49__texture_v2__bubble__small_tex_all__0348e8e199.png","texture_v2\bubble\small_tex_all.assetbundle","90","90","copiada_desde_cliente"
"shops","bubbles_gj_58","assets/images/game-data/shops/bubbles_gj_58__texture_v2__bubble__small_tex_all__9640039dc2.png","texture_v2\bubble\small_tex_all.assetbundle","86","82","copiada_desde_cliente"
"shops","bubbles_gj_102","assets/images/game-data/shops/bubbles_gj_102__texture_v2__bubble__small_tex_all__d7c9483fc5.png","texture_v2\bubble\small_tex_all.assetbundle","87","88","copiada_desde_cliente"
"shops","bubbles_330118","assets/images/game-data/shops/bubbles_330118__texture_v2__bubble__small_tex_all__a25ba93ecf.png","texture_v2\bubble\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","bubbles_gj_93","assets/images/game-data/shops/bubbles_gj_93__texture_v2__bubble__small_tex_all__712fd8b603.png","texture_v2\bubble\small_tex_all.assetbundle","91","88","copiada_desde_cliente"
"shops","bubbles_330047","assets/images/game-data/shops/bubbles_330047__texture_v2__bubble__small_tex_all__e92e759676.png","texture_v2\bubble\small_tex_all.assetbundle","74","70","copiada_desde_cliente"
"shops","bubbles_pt_14","assets/images/game-data/shops/bubbles_pt_14__texture_v2__bubble__small_tex_all__5282e1f41a.png","texture_v2\bubble\small_tex_all.assetbundle","89","87","copiada_desde_cliente"
"shops","bubbles_zz_46","assets/images/game-data/shops/bubbles_zz_46__texture_v2__bubble__small_tex_all__ef094e2aee.png","texture_v2\bubble\small_tex_all.assetbundle","88","85","copiada_desde_cliente"
"shops","bubbles_zz_62","assets/images/game-data/shops/bubbles_zz_62__texture_v2__bubble__small_tex_all__15c0768b46.png","texture_v2\bubble\small_tex_all.assetbundle","88","88","copiada_desde_cliente"
"shops","bubbles_gj_99","assets/images/game-data/shops/bubbles_gj_99__texture_v2__bubble__small_tex_all__227fdf57f1.png","texture_v2\bubble\small_tex_all.assetbundle","86","80","copiada_desde_cliente"
"shops","bubbles_zz_13","assets/images/game-data/shops/bubbles_zz_13__texture_v2__bubble__small_tex_all__654401d866.png","texture_v2\bubble\small_tex_all.assetbundle","87","84","copiada_desde_cliente"
"shops","bubbles_pt_34","assets/images/game-data/shops/bubbles_pt_34__texture_v2__bubble__small_tex_all__b84160a397.png","texture_v2\bubble\small_tex_all.assetbundle","89","82","copiada_desde_cliente"
"shops","bubbles_gj_66","assets/images/game-data/shops/bubbles_gj_66__texture_v2__bubble__small_tex_all__7a32f18c24.png","texture_v2\bubble\small_tex_all.assetbundle","86","81","copiada_desde_cliente"
"shops","bubbles_zz_19","assets/images/game-data/shops/bubbles_zz_19__texture_v2__bubble__small_tex_all__64497f6aa9.png","texture_v2\bubble\small_tex_all.assetbundle","86","87","copiada_desde_cliente"
"shops","bubbles_gj_78","assets/images/game-data/shops/bubbles_gj_78__texture_v2__bubble__small_tex_all__103397c1ac.png","texture_v2\bubble\small_tex_all.assetbundle","88","82","copiada_desde_cliente"
"shops","bubbles_330067","assets/images/game-data/shops/bubbles_330067__texture_v2__bubble__small_tex_all__c12e8dc6d7.png","texture_v2\bubble\small_tex_all.assetbundle","70","66","copiada_desde_cliente"
"shops","bubbles_28","assets/images/game-data/shops/bubbles_28__texture_v2__bubble__small_tex_all__5840c2311c.png","texture_v2\bubble\small_tex_all.assetbundle","97","94","copiada_desde_cliente"
"shops","bubbles_330002","assets/images/game-data/shops/bubbles_330002__texture_v2__bubble__small_tex_all__1f6a6e86aa.png","texture_v2\bubble\small_tex_all.assetbundle","70","68","copiada_desde_cliente"
"shops","bubbles_330100","assets/images/game-data/shops/bubbles_330100__texture_v2__bubble__small_tex_all__628b8b28f6.png","texture_v2\bubble\small_tex_all.assetbundle","68","65","copiada_desde_cliente"
"shops","bubbles_330056","assets/images/game-data/shops/bubbles_330056__texture_v2__bubble__small_tex_all__7508fe2323.png","texture_v2\bubble\small_tex_all.assetbundle","70","75","copiada_desde_cliente"
"shops","bubbles_zz_60","assets/images/game-data/shops/bubbles_zz_60__texture_v2__bubble__small_tex_all__001a04754a.png","texture_v2\bubble\small_tex_all.assetbundle","87","86","copiada_desde_cliente"
"shops","bubbles_gj_96","assets/images/game-data/shops/bubbles_gj_96__texture_v2__bubble__small_tex_all__8d90f13285.png","texture_v2\bubble\small_tex_all.assetbundle","91","84","copiada_desde_cliente"
"shops","bubbles_gj_51","assets/images/game-data/shops/bubbles_gj_51__texture_v2__bubble__small_tex_all__30dbe7c6e8.png","texture_v2\bubble\small_tex_all.assetbundle","90","93","copiada_desde_cliente"
"shops","bubbles_gj_110","assets/images/game-data/shops/bubbles_gj_110__texture_v2__bubble__small_tex_all__b1e7bd6214.png","texture_v2\bubble\small_tex_all.assetbundle","84","80","copiada_desde_cliente"
"shops","bubbles_gj_84","assets/images/game-data/shops/bubbles_gj_84__texture_v2__bubble__small_tex_all__aa854c654a.png","texture_v2\bubble\small_tex_all.assetbundle","93","88","copiada_desde_cliente"
"shops","bubbles_330004","assets/images/game-data/shops/bubbles_330004__texture_v2__bubble__small_tex_all__d33a623225.png","texture_v2\bubble\small_tex_all.assetbundle","73","69","copiada_desde_cliente"
"shops","bubbles_25","assets/images/game-data/shops/bubbles_25__texture_v2__bubble__small_tex_all__c7319cf010.png","texture_v2\bubble\small_tex_all.assetbundle","85","81","copiada_desde_cliente"
"shops","bubbles_zz_38","assets/images/game-data/shops/bubbles_zz_38__texture_v2__bubble__small_tex_all__3c16a606ef.png","texture_v2\bubble\small_tex_all.assetbundle","90","83","copiada_desde_cliente"
"shops","bubbles_low_03","assets/images/game-data/shops/bubbles_low_03__texture_v2__bubble__small_tex_all__aaca115127.png","texture_v2\bubble\small_tex_all.assetbundle","84","78","copiada_desde_cliente"
"shops","bubbles_zz_47","assets/images/game-data/shops/bubbles_zz_47__texture_v2__bubble__small_tex_all__32bd3f16e7.png","texture_v2\bubble\small_tex_all.assetbundle","100","97","copiada_desde_cliente"
"shops","bubbles_low_31","assets/images/game-data/shops/bubbles_low_31__texture_v2__bubble__small_tex_all__472ff1ac32.png","texture_v2\bubble\small_tex_all.assetbundle","86","85","copiada_desde_cliente"
"shops","bubbles_zz_18","assets/images/game-data/shops/bubbles_zz_18__texture_v2__bubble__small_tex_all__9cef4199da.png","texture_v2\bubble\small_tex_all.assetbundle","84","75","copiada_desde_cliente"
"shops","bubbles_zz_29","assets/images/game-data/shops/bubbles_zz_29__texture_v2__bubble__small_tex_all__d0c9f41a36.png","texture_v2\bubble\small_tex_all.assetbundle","86","82","copiada_desde_cliente"
"shops","bubbles_24","assets/images/game-data/shops/bubbles_24__texture_v2__bubble__small_tex_all__8544ebbace.png","texture_v2\bubble\small_tex_all.assetbundle","95","94","copiada_desde_cliente"
"shops","bubbles_gj_55","assets/images/game-data/shops/bubbles_gj_55__texture_v2__bubble__small_tex_all__c01077c986.png","texture_v2\bubble\small_tex_all.assetbundle","86","78","copiada_desde_cliente"
"shops","bubbles_zz_50","assets/images/game-data/shops/bubbles_zz_50__texture_v2__bubble__small_tex_all__eb876d470e.png","texture_v2\bubble\small_tex_all.assetbundle","90","84","copiada_desde_cliente"
"shops","bubbles_pt_10","assets/images/game-data/shops/bubbles_pt_10__texture_v2__bubble__small_tex_all__10665a34c3.png","texture_v2\bubble\small_tex_all.assetbundle","86","82","copiada_desde_cliente"
"shops","bubbles_330040","assets/images/game-data/shops/bubbles_330040__texture_v2__bubble__small_tex_all__d2fdc67e23.png","texture_v2\bubble\small_tex_all.assetbundle","75","76","copiada_desde_cliente"
"shops","bubbles_low_02","assets/images/game-data/shops/bubbles_low_02__texture_v2__bubble__small_tex_all__318abf0380.png","texture_v2\bubble\small_tex_all.assetbundle","83","82","copiada_desde_cliente"
"shops","yaodan_liangdi_fazhen5","assets/images/game-data/shops/yaodan_liangdi_fazhen5__texture_v2__demondan__small_tex_all__ae020c8053.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","copiada_desde_cliente"
"shops","yaodan_liangdi_fazhen8","assets/images/game-data/shops/yaodan_liangdi_fazhen8__texture_v2__demondan__small_tex_all__1d4aa0e2df.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","copiada_desde_cliente"
"shops","yaodan_liangdi_fazhen6","assets/images/game-data/shops/yaodan_liangdi_fazhen6__texture_v2__demondan__small_tex_all__c122a70255.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","copiada_desde_cliente"
"shops","yaodan_liangdi_fazhen7","assets/images/game-data/shops/yaodan_liangdi_fazhen7__texture_v2__demondan__small_tex_all__ac05844ebc.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","copiada_desde_cliente"
"other-ui","yaodan_fazhen5","assets/images/game-data/other-ui/yaodan_fazhen5__texture_v2__demondan__yaodan_fazhen5_tex__396fe7e359.png","texture_v2\demondan\yaodan_fazhen5_tex.assetbundle","915","724","copiada_desde_cliente"
"other-ui","yaodan_fazhen6","assets/images/game-data/other-ui/yaodan_fazhen6__texture_v2__demondan__yaodan_fazhen6_tex__3e971441bc.png","texture_v2\demondan\yaodan_fazhen6_tex.assetbundle","977","737","copiada_desde_cliente"
"other-ui","yaodan_fazhen7","assets/images/game-data/other-ui/yaodan_fazhen7__texture_v2__demondan__yaodan_fazhen7_tex__228f8fab1e.png","texture_v2\demondan\yaodan_fazhen7_tex.assetbundle","962","724","copiada_desde_cliente"
"other-ui","yaodan_fazhen8","assets/images/game-data/other-ui/yaodan_fazhen8__texture_v2__demondan__yaodan_fazhen8_tex__c76298e787.png","texture_v2\demondan\yaodan_fazhen8_tex.assetbundle","986","742","copiada_desde_cliente"
"shops","yl_niu_1","assets/images/game-data/shops/yl_niu_1__texture_v2__fairyhead__small_tex_all__c65b60d373.png","texture_v2\fairyhead\small_tex_all.assetbundle","81","75","copiada_desde_cliente"
"shops","yl_nvwa_3","assets/images/game-data/shops/yl_nvwa_3__texture_v2__fairyhead__small_tex_all__ec209f39f7.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_shu_3","assets/images/game-data/shops/yl_shu_3__texture_v2__fairyhead__small_tex_all__9eeaca7517.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_baihu_1","assets/images/game-data/shops/yl_baihu_1__texture_v2__fairyhead__small_tex_all__df2f5f7304.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","71","copiada_desde_cliente"
"shops","yl_fuxi_3","assets/images/game-data/shops/yl_fuxi_3__texture_v2__fairyhead__small_tex_all__e2f3daf7e0.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_nvwa_2","assets/images/game-data/shops/yl_nvwa_2__texture_v2__fairyhead__small_tex_all__c0b65cb00e.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_luoshen_3","assets/images/game-data/shops/yl_luoshen_3__texture_v2__fairyhead__small_tex_all__272e62ac73.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_yaoji_1","assets/images/game-data/shops/yl_yaoji_1__texture_v2__fairyhead__small_tex_all__9fd1a6af6c.png","texture_v2\fairyhead\small_tex_all.assetbundle","64","64","copiada_desde_cliente"
"shops","yl_qinglong_1","assets/images/game-data/shops/yl_qinglong_1__texture_v2__fairyhead__small_tex_all__8970c5272d.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_nezha_1","assets/images/game-data/shops/yl_nezha_1__texture_v2__fairyhead__small_tex_all__06910eb8ea.png","texture_v2\fairyhead\small_tex_all.assetbundle","64","64","copiada_desde_cliente"
"shops","yl_nvwa_1","assets/images/game-data/shops/yl_nvwa_1__texture_v2__fairyhead__small_tex_all__1a2fd35f22.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_luoshen_1","assets/images/game-data/shops/yl_luoshen_1__texture_v2__fairyhead__small_tex_all__47612ec262.png","texture_v2\fairyhead\small_tex_all.assetbundle","75","84","copiada_desde_cliente"
"shops","yl_yaojinew_1","assets/images/game-data/shops/yl_yaojinew_1__texture_v2__fairyhead__small_tex_all__2ab52b8d8b.png","texture_v2\fairyhead\small_tex_all.assetbundle","64","64","copiada_desde_cliente"
"shops","yl_wukong_1","assets/images/game-data/shops/yl_wukong_1__texture_v2__fairyhead__small_tex_all__3358bf4916.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_shennong_3","assets/images/game-data/shops/yl_shennong_3__texture_v2__fairyhead__small_tex_all__65f21ea722.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_tu_1","assets/images/game-data/shops/yl_tu_1__texture_v2__fairyhead__small_tex_all__0b565a1471.png","texture_v2\fairyhead\small_tex_all.assetbundle","59","75","copiada_desde_cliente"
"shops","yl_shennong_1","assets/images/game-data/shops/yl_shennong_1__texture_v2__fairyhead__small_tex_all__d327dab4e2.png","texture_v2\fairyhead\small_tex_all.assetbundle","73","82","copiada_desde_cliente"
"shops","yl_niu_3","assets/images/game-data/shops/yl_niu_3__texture_v2__fairyhead__small_tex_all__1568792407.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_tu_3","assets/images/game-data/shops/yl_tu_3__texture_v2__fairyhead__small_tex_all__eb06591a38.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_jiangziya_1","assets/images/game-data/shops/yl_jiangziya_1__texture_v2__fairyhead__small_tex_all__e54142a80f.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_wukong_3","assets/images/game-data/shops/yl_wukong_3__texture_v2__fairyhead__small_tex_all__034bfd46ba.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_fuxi_1","assets/images/game-data/shops/yl_fuxi_1__texture_v2__fairyhead__small_tex_all__e3f84a09e1.png","texture_v2\fairyhead\small_tex_all.assetbundle","63","83","copiada_desde_cliente"
"shops","yl_hu_1","assets/images/game-data/shops/yl_hu_1__texture_v2__fairyhead__small_tex_all__d5d294ffe9.png","texture_v2\fairyhead\small_tex_all.assetbundle","78","76","copiada_desde_cliente"
"shops","yl_change_3","assets/images/game-data/shops/yl_change_3__texture_v2__fairyhead__small_tex_all__f8f98e9858.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_zhuque_1","assets/images/game-data/shops/yl_zhuque_1__texture_v2__fairyhead__small_tex_all__c1a0ec7888.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_fuxi_2","assets/images/game-data/shops/yl_fuxi_2__texture_v2__fairyhead__small_tex_all__c20c074360.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_hu_3","assets/images/game-data/shops/yl_hu_3__texture_v2__fairyhead__small_tex_all__9abbbfd9a7.png","texture_v2\fairyhead\small_tex_all.assetbundle","83","84","copiada_desde_cliente"
"shops","yl_daji_1","assets/images/game-data/shops/yl_daji_1__texture_v2__fairyhead__small_tex_all__fcc5653710.png","texture_v2\fairyhead\small_tex_all.assetbundle","64","64","copiada_desde_cliente"
"shops","yl_nezha_3","assets/images/game-data/shops/yl_nezha_3__texture_v2__fairyhead__small_tex_all__383979b781.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_daji_3","assets/images/game-data/shops/yl_daji_3__texture_v2__fairyhead__small_tex_all__6cf8333443.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_zhuque_2","assets/images/game-data/shops/yl_zhuque_2__texture_v2__fairyhead__small_tex_all__4754f89a28.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_qinglong_3","assets/images/game-data/shops/yl_qinglong_3__texture_v2__fairyhead__small_tex_all__8d01b258a2.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","copiada_desde_cliente"
"shops","yl_yaojinew_3","assets/images/game-data/shops/yl_yaojinew_3__texture_v2__fairyhead__small_tex_all__d381f08dd3.png","texture_v2\fairyhead\small_tex_all.assetbundle","81","84","copiada_desde_cliente"
"shops","yl_yaoji_3","assets/images/game-data/shops/yl_yaoji_3__texture_v2__fairyhead__small_tex_all__3508cff706.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_baihu_3","assets/images/game-data/shops/yl_baihu_3__texture_v2__fairyhead__small_tex_all__2e7e077166.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","80","copiada_desde_cliente"
"shops","yl_change_1","assets/images/game-data/shops/yl_change_1__texture_v2__fairyhead__small_tex_all__5f99418659.png","texture_v2\fairyhead\small_tex_all.assetbundle","63","64","copiada_desde_cliente"
"shops","yl_shu_1","assets/images/game-data/shops/yl_shu_1__texture_v2__fairyhead__small_tex_all__c8cedf87c8.png","texture_v2\fairyhead\small_tex_all.assetbundle","79","79","copiada_desde_cliente"
"shops","yl_jiangziya_3","assets/images/game-data/shops/yl_jiangziya_3__texture_v2__fairyhead__small_tex_all__367e3de1fc.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"shops","yl_zhuque_3","assets/images/game-data/shops/yl_zhuque_3__texture_v2__fairyhead__small_tex_all__e37b0d4dbe.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","copiada_desde_cliente"
"other-ui","45061021","assets/images/game-data/other-ui/45061021__texture_v2__goods__goods_8_45061__78c61a98f1.png","texture_v2\goods\goods_8_45061.assetbundle","74","69","copiada_desde_cliente"
"other-ui","45061228","assets/images/game-data/other-ui/45061228__texture_v2__goods__goods_8_45061__4e643d4cda.png","texture_v2\goods\goods_8_45061.assetbundle","75","75","copiada_desde_cliente"
"other-ui","img_1","assets/images/game-data/other-ui/img_1__texture_v2__lotto__img_1_tex__3f7a51f91b.png","texture_v2\lotto\img_1_tex.assetbundle","433","664","copiada_desde_cliente"
"shops","yl_kp_jinmaoshu_3","assets/images/game-data/shops/yl_kp_jinmaoshu_3__texture_v2__lotto__small_tex_all__1a1e43d66a.png","texture_v2\lotto\small_tex_all.assetbundle","188","399","copiada_desde_cliente"
"shops","baozang_luwu","assets/images/game-data/shops/baozang_luwu__texture_v2__lotto__small_tex_all__d0746038ab.png","texture_v2\lotto\small_tex_all.assetbundle","423","385","copiada_desde_cliente"
"shops","yl_kp_wuqi05","assets/images/game-data/shops/yl_kp_wuqi05__texture_v2__lotto__small_tex_all__6c8d27b0c4.png","texture_v2\lotto\small_tex_all.assetbundle","172","425","copiada_desde_cliente"
"shops","yl_kp_change_3","assets/images/game-data/shops/yl_kp_change_3__texture_v2__lotto__small_tex_all__37f80a577b.png","texture_v2\lotto\small_tex_all.assetbundle","188","393","copiada_desde_cliente"
"shops","yl_kp_wuqi16","assets/images/game-data/shops/yl_kp_wuqi16__texture_v2__lotto__small_tex_all__78a3f89b58.png","texture_v2\lotto\small_tex_all.assetbundle","188","328","copiada_desde_cliente"
"shops","yl_kp_wuqi24","assets/images/game-data/shops/yl_kp_wuqi24__texture_v2__lotto__small_tex_all__fda2d739d7.png","texture_v2\lotto\small_tex_all.assetbundle","146","413","copiada_desde_cliente"
"shops","yl_kp_nezha_3","assets/images/game-data/shops/yl_kp_nezha_3__texture_v2__lotto__small_tex_all__34e141121a.png","texture_v2\lotto\small_tex_all.assetbundle","188","390","copiada_desde_cliente"
"shops","yl_kp_wuqi14","assets/images/game-data/shops/yl_kp_wuqi14__texture_v2__lotto__small_tex_all__baeaf23e07.png","texture_v2\lotto\small_tex_all.assetbundle","188","425","copiada_desde_cliente"
"shops","yl_kp_daji_3","assets/images/game-data/shops/yl_kp_daji_3__texture_v2__lotto__small_tex_all__7c9d4a7c48.png","texture_v2\lotto\small_tex_all.assetbundle","188","420","copiada_desde_cliente"
"shops","yl_kp_wuqi03","assets/images/game-data/shops/yl_kp_wuqi03__texture_v2__lotto__small_tex_all__6e9e875679.png","texture_v2\lotto\small_tex_all.assetbundle","170","425","copiada_desde_cliente"
"shops","yl_kp_qinglong_3","assets/images/game-data/shops/yl_kp_qinglong_3__texture_v2__lotto__small_tex_all__6699da5e53.png","texture_v2\lotto\small_tex_all.assetbundle","188","421","copiada_desde_cliente"
"shops","yl_kp_wuqi19","assets/images/game-data/shops/yl_kp_wuqi19__texture_v2__lotto__small_tex_all__ec0b03b46c.png","texture_v2\lotto\small_tex_all.assetbundle","172","425","copiada_desde_cliente"
"shops","baozang_zhuyan","assets/images/game-data/shops/baozang_zhuyan__texture_v2__lotto__small_tex_all__e8609ac66b.png","texture_v2\lotto\small_tex_all.assetbundle","467","402","copiada_desde_cliente"
"shops","yl_kp_wuqi06","assets/images/game-data/shops/yl_kp_wuqi06__texture_v2__lotto__small_tex_all__57217b922c.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","copiada_desde_cliente"
"shops","yl_kp_wuqi01","assets/images/game-data/shops/yl_kp_wuqi01__texture_v2__lotto__small_tex_all__29d3995fa6.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","copiada_desde_cliente"
"shops","yl_kp_yaoji_3","assets/images/game-data/shops/yl_kp_yaoji_3__texture_v2__lotto__small_tex_all__47ee81a233.png","texture_v2\lotto\small_tex_all.assetbundle","188","406","copiada_desde_cliente"
"shops","yl_kp_wuqi17","assets/images/game-data/shops/yl_kp_wuqi17__texture_v2__lotto__small_tex_all__d662e9d254.png","texture_v2\lotto\small_tex_all.assetbundle","188","371","copiada_desde_cliente"
"shops","baozang_ldaji","assets/images/game-data/shops/baozang_ldaji__texture_v2__lotto__small_tex_all__1dfa99f5c2.png","texture_v2\lotto\small_tex_all.assetbundle","344","442","copiada_desde_cliente"
"shops","yl_kp_wuqi12","assets/images/game-data/shops/yl_kp_wuqi12__texture_v2__lotto__small_tex_all__7995f5d95b.png","texture_v2\lotto\small_tex_all.assetbundle","150","425","copiada_desde_cliente"
"shops","yl_kp_wuqi11","assets/images/game-data/shops/yl_kp_wuqi11__texture_v2__lotto__small_tex_all__a6ceb2c287.png","texture_v2\lotto\small_tex_all.assetbundle","155","425","copiada_desde_cliente"
"shops","yl_kp_wuqi02","assets/images/game-data/shops/yl_kp_wuqi02__texture_v2__lotto__small_tex_all__51778905c3.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","copiada_desde_cliente"
"shops","baozang_xuannv","assets/images/game-data/shops/baozang_xuannv__texture_v2__lotto__small_tex_all__c1033d5840.png","texture_v2\lotto\small_tex_all.assetbundle","487","448","copiada_desde_cliente"
"shops","yl_kp_wuqi10","assets/images/game-data/shops/yl_kp_wuqi10__texture_v2__lotto__small_tex_all__4fb730ee26.png","texture_v2\lotto\small_tex_all.assetbundle","153","425","copiada_desde_cliente"
"shops","yl_kp_wuqi15","assets/images/game-data/shops/yl_kp_wuqi15__texture_v2__lotto__small_tex_all__48b5ecc820.png","texture_v2\lotto\small_tex_all.assetbundle","164","407","copiada_desde_cliente"
"shops","yl_kp_wuquxing_3","assets/images/game-data/shops/yl_kp_wuquxing_3__texture_v2__lotto__small_tex_all__923917da69.png","texture_v2\lotto\small_tex_all.assetbundle","188","418","copiada_desde_cliente"
"shops","yl_kp_jiangziya_3","assets/images/game-data/shops/yl_kp_jiangziya_3__texture_v2__lotto__small_tex_all__5392f88991.png","texture_v2\lotto\small_tex_all.assetbundle","188","414","copiada_desde_cliente"
"shops","yl_kp_huodou_3","assets/images/game-data/shops/yl_kp_huodou_3__texture_v2__lotto__small_tex_all__0a958d20c4.png","texture_v2\lotto\small_tex_all.assetbundle","188","417","copiada_desde_cliente"
"shops","yl_kp_wuqi07","assets/images/game-data/shops/yl_kp_wuqi07__texture_v2__lotto__small_tex_all__966f94c31f.png","texture_v2\lotto\small_tex_all.assetbundle","188","341","copiada_desde_cliente"
"shops","yl_kp_qingnianniu_3","assets/images/game-data/shops/yl_kp_qingnianniu_3__texture_v2__lotto__small_tex_all__0675092844.png","texture_v2\lotto\small_tex_all.assetbundle","188","419","copiada_desde_cliente"
"shops","yl_kp_mengse_3","assets/images/game-data/shops/yl_kp_mengse_3__texture_v2__lotto__small_tex_all__1ca5e9a2d4.png","texture_v2\lotto\small_tex_all.assetbundle","188","416","copiada_desde_cliente"
"shops","baozang_jiangziya","assets/images/game-data/shops/baozang_jiangziya__texture_v2__lotto__small_tex_all__a30f127106.png","texture_v2\lotto\small_tex_all.assetbundle","376","433","copiada_desde_cliente"
"shops","yl_kp_wuqi13","assets/images/game-data/shops/yl_kp_wuqi13__texture_v2__lotto__small_tex_all__351d530908.png","texture_v2\lotto\small_tex_all.assetbundle","169","425","copiada_desde_cliente"
"shops","yl_kp_zhuyan_3","assets/images/game-data/shops/yl_kp_zhuyan_3__texture_v2__lotto__small_tex_all__60fb84ab72.png","texture_v2\lotto\small_tex_all.assetbundle","188","404","copiada_desde_cliente"
"shops","yl_kp_wuqi08","assets/images/game-data/shops/yl_kp_wuqi08__texture_v2__lotto__small_tex_all__9035dde5f1.png","texture_v2\lotto\small_tex_all.assetbundle","188","358","copiada_desde_cliente"
"shops","yl_kp_wuqi20","assets/images/game-data/shops/yl_kp_wuqi20__texture_v2__lotto__small_tex_all__66ed1f3959.png","texture_v2\lotto\small_tex_all.assetbundle","158","417","copiada_desde_cliente"
"shops","yl_kp_yangjian_3","assets/images/game-data/shops/yl_kp_yangjian_3__texture_v2__lotto__small_tex_all__d47ccaad23.png","texture_v2\lotto\small_tex_all.assetbundle","172","425","copiada_desde_cliente"
"shops","yl_kp_wuqi18","assets/images/game-data/shops/yl_kp_wuqi18__texture_v2__lotto__small_tex_all__1d57cf904c.png","texture_v2\lotto\small_tex_all.assetbundle","188","362","copiada_desde_cliente"
"shops","yl_kp_xuannv_3","assets/images/game-data/shops/yl_kp_xuannv_3__texture_v2__lotto__small_tex_all__f88c74cce3.png","texture_v2\lotto\small_tex_all.assetbundle","188","420","copiada_desde_cliente"
"shops","baozang_yaoji","assets/images/game-data/shops/baozang_yaoji__texture_v2__lotto__small_tex_all__40b8bb721d.png","texture_v2\lotto\small_tex_all.assetbundle","380","362","copiada_desde_cliente"
"shops","yl_kp_wuqi23","assets/images/game-data/shops/yl_kp_wuqi23__texture_v2__lotto__small_tex_all__481bb0a67e.png","texture_v2\lotto\small_tex_all.assetbundle","153","425","copiada_desde_cliente"
"shops","yl_kp_luoshen_3","assets/images/game-data/shops/yl_kp_luoshen_3__texture_v2__lotto__small_tex_all__9bce045e50.png","texture_v2\lotto\small_tex_all.assetbundle","188","416","copiada_desde_cliente"
"shops","yl_kp_zhuque_3","assets/images/game-data/shops/yl_kp_zhuque_3__texture_v2__lotto__small_tex_all__b429d639aa.png","texture_v2\lotto\small_tex_all.assetbundle","188","409","copiada_desde_cliente"
"shops","yl_kp_wuqi09","assets/images/game-data/shops/yl_kp_wuqi09__texture_v2__lotto__small_tex_all__5fcecf82e1.png","texture_v2\lotto\small_tex_all.assetbundle","188","357","copiada_desde_cliente"
"shops","yl_kp_wuqi04","assets/images/game-data/shops/yl_kp_wuqi04__texture_v2__lotto__small_tex_all__d07351c6da.png","texture_v2\lotto\small_tex_all.assetbundle","173","421","copiada_desde_cliente"
"shops","yl_kp_wuqi22","assets/images/game-data/shops/yl_kp_wuqi22__texture_v2__lotto__small_tex_all__7ccd9dc400.png","texture_v2\lotto\small_tex_all.assetbundle","167","423","copiada_desde_cliente"
