"recurso_id","categoria","nombre_interno","archivo_salida","bundle_origen","ancho","alto","fuente_catalogo"
"icon-00 fb 99 88","shops","xunbaowanfa_bosslaixi_icon_cn","xunbaowanfa_bosslaixi_icon_cn__texture_v2_cn__en__navigation__small_tex_all__f17f1ffe5b.png","texture_v2_cn\en\navigation\small_tex_all.assetbundle","388","140","icon-catalog.csv"
"icon-dc 0f f9 2b","shops","xunbaowanfa_gudong_icon_cn","xunbaowanfa_gudong_icon_cn__texture_v2_cn__en__navigation__small_tex_all__fa54a1edb2.png","texture_v2_cn\en\navigation\small_tex_all.assetbundle","56","70","icon-catalog.csv"
"icon-82 d5 c3 73","shops","xunbaowanfa_jiasu_icon_cn","xunbaowanfa_jiasu_icon_cn__texture_v2_cn__en__navigation__small_tex_all__c43300ff40.png","texture_v2_cn\en\navigation\small_tex_all.assetbundle","56","70","icon-catalog.csv"
"icon-f7 b2 81 3a","shops","xunbaowanfa_zhangjie_icon_cn","xunbaowanfa_zhangjie_icon_cn__texture_v2_cn__en__navigation__small_tex_all__4d0dae0afc.png","texture_v2_cn\en\navigation\small_tex_all.assetbundle","62","66","icon-catalog.csv"
"icon-45 91 d3 cc","shops","xunxianzhibao_bjjd_icon_cn","xunxianzhibao_bjjd_icon_cn__texture_v2_cn__en__godsummons__small_tex_all__8858d5de26.png","texture_v2_cn\en\godsummons\small_tex_all.assetbundle","74","75","icon-catalog.csv"
"icon-4a 0b 0b cd","shops","xunxianzhibao_cjjl_icon_cn","xunxianzhibao_cjjl_icon_cn__texture_v2_cn__en__godsummons__small_tex_all__9d314b63a3.png","texture_v2_cn\en\godsummons\small_tex_all.assetbundle","68","71","icon-catalog.csv"
"icon-13 65 42 f8","shops","xunxianzhibao_jlzs_icon_cn","xunxianzhibao_jlzs_icon_cn__texture_v2_cn__en__godsummons__small_tex_all__2ced0832a3.png","texture_v2_cn\en\godsummons\small_tex_all.assetbundle","72","77","icon-catalog.csv"
"icon-7c cb 54 83","shops","yaodan_ba_fen_icon_cn","yaodan_ba_fen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__b28ef14d6b.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-aa 68 c2 af","shops","yaodan_bei_jin_icon_cn","yaodan_bei_jin_icon_cn__texture_v2_cn__en__demondan__small_tex_all__e91f2c4c9f.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-3f 40 77 a5","shops","yaodan_danzhen_tiandixuanhuang_cn","yaodan_danzhen_tiandixuanhuang_cn__texture_v2_cn__en__demondan__small_tex_all__de8a90e72a.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","271","27","icon-catalog.csv"
"icon-cb 92 4a 93","shops","yaodan_danzhen_weikaiqi_cn","yaodan_danzhen_weikaiqi_cn__texture_v2_cn__en__demondan__small_tex_all__65f8536077.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","232","27","icon-catalog.csv"
"icon-9e 90 85 2b","shops","yaodan_danzhentaozhuang_icon_cn","yaodan_danzhentaozhuang_icon_cn__texture_v2_cn__en__demondan__small_tex_all__8389e4c8d3.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","101","75","icon-catalog.csv"
"icon-3f b3 fd 40","shops","yaodan_huang_cheng_icon_cn","yaodan_huang_cheng_icon_cn__texture_v2_cn__en__demondan__small_tex_all__f100caa441.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-b0 a3 b4 1e","shops","yaodan_jing_cheng_icon_cn","yaodan_jing_cheng_icon_cn__texture_v2_cn__en__demondan__small_tex_all__b2d64950c3.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-45 1f 30 f6","shops","yaodan_jiujiexunzong_icon_cn","yaodan_jiujiexunzong_icon_cn__texture_v2_cn__en__demondan__small_tex_all__f62ffdcb38.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","76","68","icon-catalog.csv"
"icon-4e 3d 06 da","shops","yaodan_ju_hong_icon_cn","yaodan_ju_hong_icon_cn__texture_v2_cn__en__demondan__small_tex_all__6aba6ae147.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-05 f9 6d 16","shops","yaodan_juan_cheng_icon_cn","yaodan_juan_cheng_icon_cn__texture_v2_cn__en__demondan__small_tex_all__02a7a5ce33.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-ce 3a e6 b7","shops","yaodan_liangdi_fazhen5","yaodan_liangdi_fazhen5__texture_v2__demondan__small_tex_all__ae020c8053.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","icon-catalog.csv"
"icon-79 f9 10 44","shops","yaodan_liangdi_fazhen6","yaodan_liangdi_fazhen6__texture_v2__demondan__small_tex_all__c122a70255.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","icon-catalog.csv"
"icon-b2 9f 77 65","shops","yaodan_liangdi_fazhen7","yaodan_liangdi_fazhen7__texture_v2__demondan__small_tex_all__ac05844ebc.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","icon-catalog.csv"
"icon-f5 d3 8c 01","shops","yaodan_liangdi_fazhen8","yaodan_liangdi_fazhen8__texture_v2__demondan__small_tex_all__1d4aa0e2df.png","texture_v2\demondan\small_tex_all.assetbundle","274","230","icon-catalog.csv"
"icon-3a 48 4a 95","shops","yaodan_liu_jin_icon_cn","yaodan_liu_jin_icon_cn__texture_v2_cn__en__demondan__small_tex_all__766aa2ee85.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-d4 8f 27 21","shops","yaodan_long_hong_icon_cn","yaodan_long_hong_icon_cn__texture_v2_cn__en__demondan__small_tex_all__880869b90a.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-c2 06 31 29","shops","yaodan_tian_cheng_icon_cn","yaodan_tian_cheng_icon_cn__texture_v2_cn__en__demondan__small_tex_all__9c5bd4c0e8.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-e0 c5 4f 50","shops","yaodan_tian_fen_icon_cn","yaodan_tian_fen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__9a93984ab5.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-12 f9 7e 13","shops","yaodan_tian_hong_icon_cn","yaodan_tian_hong_icon_cn__texture_v2_cn__en__demondan__small_tex_all__bd491949d4.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-58 eb aa 34","shops","yaodan_tian_jin_icon_cn","yaodan_tian_jin_icon_cn__texture_v2_cn__en__demondan__small_tex_all__6d8975fc39.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-1a 6e c8 ef","shops","yaodan_tunshi_icon_cn","yaodan_tunshi_icon_cn__texture_v2_cn__en__demondan__small_tex_all__552d8d0fec.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","63","72","icon-catalog.csv"
"icon-a8 27 02 74","shops","yaodan_wenhao_cheng_icon_cn","yaodan_wenhao_cheng_icon_cn__texture_v2_cn__en__demondan__small_tex_all__443250aa92.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-a5 dc 56 ce","shops","yaodan_xuan_fen_icon_cn","yaodan_xuan_fen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__de40c1cb68.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-66 0a f2 00","shops","yaodan_yijianshangzhen_icon_cn","yaodan_yijianshangzhen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__4302eba933.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","60","77","icon-catalog.csv"
"icon-64 89 da 3a","shops","yaodan_yijianxiazhen_icon_cn","yaodan_yijianxiazhen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__a27414bfaa.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","68","77","icon-catalog.csv"
"icon-aa 1c 7d ad","shops","yaodan_yin_fen_icon_cn","yaodan_yin_fen_icon_cn__texture_v2_cn__en__demondan__small_tex_all__c7e06bb7c4.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-c2 fa 72 a7","shops","yaodan_you_hong_icon_cn","yaodan_you_hong_icon_cn__texture_v2_cn__en__demondan__small_tex_all__7666d7e3fa.png","texture_v2_cn\en\demondan\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-2b ad 84 01","shops","yaojian_R_icon_cn","yaojian_R_icon_cn__texture_v2_cn__en__common__small_tex_all__f056d04c7c.png","texture_v2_cn\en\common\small_tex_all.assetbundle","28","29","icon-catalog.csv"
"icon-7c 9d e0 5e","shops","yaojian_SR_icon_cn","yaojian_SR_icon_cn__texture_v2_cn__en__common__small_tex_all__842ea9371a.png","texture_v2_cn\en\common\small_tex_all.assetbundle","36","24","icon-catalog.csv"
"icon-77 e2 4e 96","shops","yaojian_SSR_icon_cn","yaojian_SSR_icon_cn__texture_v2_cn__en__common__small_tex_all__5dfc595ae0.png","texture_v2_cn\en\common\small_tex_all.assetbundle","42","20","icon-catalog.csv"
"icon-70 32 af 5b","shops","yaoling_andi_bg_9s","yaoling_andi_bg_9s__atlas__godbook__2a88c69ee1.png","atlas\godbook.assetbundle","5","5","icon-catalog.csv"
"icon-6c 7c 56 e7","shops","yaoling_baozang_icon_cn","yaoling_baozang_icon_cn__texture_v2_cn__en__fairy__small_tex_all__3086896369.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","80","73","icon-catalog.csv"
"icon-53 a3 81 55","shops","yaoling_huitui_icon_cn","yaoling_huitui_icon_cn__texture_v2_cn__en__fairy__small_tex_all__6c9fe2f875.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","85","70","icon-catalog.csv"
"icon-4d 95 15 6d","shops","yaoling_jianbianchendi_bg_9s","yaoling_jianbianchendi_bg_9s__atlas__fightassistartifact__0353cc8c29.png","atlas\fightassistartifact.assetbundle","124","26","icon-catalog.csv"
"icon-c0 10 13 d5","shops","yaoling_jiesuochenggong_cn","yaoling_jiesuochenggong_cn__texture_v2_cn__en__fairy__small_tex_all__16957c6c5d.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","441","130","icon-catalog.csv"
"icon-bc 8c 87 8f","shops","yaoling_jinengquan_bg","yaoling_jinengquan_bg__atlas__godbook__7e0af84b2f.png","atlas\godbook.assetbundle","86","86","icon-catalog.csv"
"icon-63 0f 50 1e","shops","yaoling_jinhuachenggong_cn","yaoling_jinhuachenggong_cn__texture_v2_cn__en__fairy__small_tex_all__b2dc8cb354.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","435","130","icon-catalog.csv"
"icon-0a 72 55 6b","shops","yaoling_pingfen_bg_cn","yaoling_pingfen_bg_cn__texture_v2_cn__en__fairy__small_tex_all__8c2031eb64.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","139","123","icon-catalog.csv"
"icon-c2 c8 60 92","shops","yaoling_xinjian_icon_cn","yaoling_xinjian_icon_cn__texture_v2_cn__en__fairy__small_tex_all__afa7ed8b33.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","56","68","icon-catalog.csv"
"icon-05 2f d9 6e","shops","yaolingjihua_fanli_cn","yaolingjihua_fanli_cn__texture_v2_cn__en__scrollplan__small_tex_all__d2cbecdbf5.png","texture_v2_cn\en\scrollplan\small_tex_all.assetbundle","455","179","icon-catalog.csv"
"icon-10 bd bb 58","shops","yaolingjuexing_baozang_btn_cn","yaolingjuexing_baozang_btn_cn__texture_v2_cn__en__teamdungeon__small_tex_all__62d7c90073.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","68","74","icon-catalog.csv"
"icon-c9 93 ac df","shops","yaolingjuexing_baozang_btn_cn","yaolingjuexing_baozang_btn_cn__texture_v2_cn__en__pve__small_tex_all__076657919d.png","texture_v2_cn\en\pve\small_tex_all.assetbundle","80","73","icon-catalog.csv"
"icon-c6 dc 35 dd","shops","yaolingjuexing_bianqiang_btn_cn","yaolingjuexing_bianqiang_btn_cn__texture_v2_cn__en__pve__small_tex_all__90898fed52.png","texture_v2_cn\en\pve\small_tex_all.assetbundle","74","77","icon-catalog.csv"
"icon-b4 27 bb 7a","shops","yaolingjuexing_feng_bg_cn","yaolingjuexing_feng_bg_cn__texture_v2_cn__en__pve__small_tex_all__7653c85b31.png","texture_v2_cn\en\pve\small_tex_all.assetbundle","80","74","icon-catalog.csv"
"icon-26 15 e4 2b","shops","yaolingjuexing_shangcheng_btn_cn","yaolingjuexing_shangcheng_btn_cn__texture_v2_cn__en__pve__small_tex_all__e7f373d783.png","texture_v2_cn\en\pve\small_tex_all.assetbundle","69","78","icon-catalog.csv"
"icon-10 46 19 8c","shops","yaolingtianfu_ht_icon_cn","yaolingtianfu_ht_icon_cn__texture_v2_cn__en__fairytalent__small_tex_all__26ae5a29d4.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","70","69","icon-catalog.csv"
"icon-4d f4 83 f9","shops","yaolingtianfu_shengshou_cn","yaolingtianfu_shengshou_cn__texture_v2_cn__en__fairytalent__small_tex_all__8392a971eb.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","37","27","icon-catalog.csv"
"icon-35 3a b8 a6","shops","yaolingtianfu_shenshou_cn","yaolingtianfu_shenshou_cn__texture_v2_cn__en__fairytalent__small_tex_all__b675a0e873.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","35","29","icon-catalog.csv"
"icon-51 8a 87 34","shops","yaolingtianfu_ssr_cn","yaolingtianfu_ssr_cn__texture_v2_cn__en__fairytalent__small_tex_all__fbaee91192.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","52","32","icon-catalog.csv"
"icon-5a e3 a4 1c","shops","yaolingtianfu_sxzl_icon_cn","yaolingtianfu_sxzl_icon_cn__texture_v2_cn__en__fairytalent__small_tex_all__e4e80cca43.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","71","80","icon-catalog.csv"
"icon-2b e4 98 d5","shops","yaolingtianfu_weijiesuo","yaolingtianfu_weijiesuo__texture_v2_cn__en__fairytalent__small_tex_all__5de0ee5551.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","193","42","icon-catalog.csv"
"icon-d1 32 ac 38","shops","yaolingtianfu_yaolingtianfu_icon_cn","yaolingtianfu_yaolingtianfu_icon_cn__texture_v2_cn__en__fairy__small_tex_all__931c9735cf.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","60","63","icon-catalog.csv"
"icon-af c4 8e 5f","shops","yaolingtianfu_zhenshou_cn","yaolingtianfu_zhenshou_cn__texture_v2_cn__en__fairytalent__small_tex_all__d736790c16.png","texture_v2_cn\en\fairytalent\small_tex_all.assetbundle","37","27","icon-catalog.csv"
"icon-12 61 98 eb","shops","yaolingxisui_shuxingzonlan_icon_cn","yaolingxisui_shuxingzonlan_icon_cn__texture_v2_cn__en__fairy__small_tex_all__e11e26e7f7.png","texture_v2_cn\en\fairy\small_tex_all.assetbundle","88","87","icon-catalog.csv"
"icon-24 3a 9a 42","shops","yinglingzhita_yinji_icon_cn","yinglingzhita_yinji_icon_cn__texture_v2_cn__en__newtower__small_tex_all__c98e94bae1.png","texture_v2_cn\en\newtower\small_tex_all.assetbundle","78","68","icon-catalog.csv"
"icon-95 e6 f2 3d","shops","yiwu_beibao_icon_cn","yiwu_beibao_icon_cn__texture_v2_cn__en__fightassistartifact__small_tex_all__711f931497.png","texture_v2_cn\en\fightassistartifact\small_tex_all.assetbundle","56","70","icon-catalog.csv"
"icon-65 4a a7 6a","shops","yiwu_dikuang_9s","yiwu_dikuang_9s__atlas__fightassistartifact__4351288186.png","atlas\fightassistartifact.assetbundle","4","4","icon-catalog.csv"
"icon-59 6c 0e 50","shops","yiwu_heidi_bg","yiwu_heidi_bg__atlas__fightassistartifact__f25c766c11.png","atlas\fightassistartifact.assetbundle","135","71","icon-catalog.csv"
"icon-1a 67 67 3b","shops","yiwu_jiaohuan_icon_cn","yiwu_jiaohuan_icon_cn__texture_v2_cn__en__fightassistartifact__small_tex_all__79f623ff76.png","texture_v2_cn\en\fightassistartifact\small_tex_all.assetbundle","87","72","icon-catalog.csv"
"icon-d0 48 07 3f","shops","yiwu_jiaohuan_icon_cn","yiwu_jiaohuan_icon_cn__texture_v2_cn__en__starcore__small_tex_all__c1abb46fed.png","texture_v2_cn\en\starcore\small_tex_all.assetbundle","87","72","icon-catalog.csv"
"icon-0f d7 c0 81","shops","yiwu_xingxing_di_bg","yiwu_xingxing_di_bg__atlas__fightassistartifact__895a8e9549.png","atlas\fightassistartifact.assetbundle","34","33","icon-catalog.csv"
"icon-f2 c9 71 5d","shops","yiwu_xingxing_fen_bg","yiwu_xingxing_fen_bg__atlas__fightassistartifact__652db65ba9.png","atlas\fightassistartifact.assetbundle","40","39","icon-catalog.csv"
"icon-d8 69 c3 b3","shops","yiwu_xingxing_huancai_bg","yiwu_xingxing_huancai_bg__atlas__fightassistartifact__9217d39cba.png","atlas\fightassistartifact.assetbundle","40","39","icon-catalog.csv"
"icon-ee 2c 97 12","shops","yiwu_xingxing_huang_bg","yiwu_xingxing_huang_bg__atlas__fightassistartifact__723c3fa801.png","atlas\fightassistartifact.assetbundle","40","39","icon-catalog.csv"
"icon-2e 58 39 39","shops","yiwu_yiwugongming_icon_cn","yiwu_yiwugongming_icon_cn__texture_v2_cn__en__fightassistartifact__small_tex_all__1931c1d856.png","texture_v2_cn\en\fightassistartifact\small_tex_all.assetbundle","78","70","icon-catalog.csv"
"icon-3b 45 0d 7b","shops","yiwu_yiwugongming_icon_cn","yiwu_yiwugongming_icon_cn__texture_v2_cn__en__specialbeast__small_tex_all__4ad816efa6.png","texture_v2_cn\en\specialbeast\small_tex_all.assetbundle","78","70","icon-catalog.csv"
"icon-a0 fc dc 76","shops","yl_baihu_1","yl_baihu_1__texture_v2__fairyhead__small_tex_all__df2f5f7304.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","71","icon-catalog.csv"
"icon-03 33 dc e3","shops","yl_baihu_3","yl_baihu_3__texture_v2__fairyhead__small_tex_all__2e7e077166.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","80","icon-catalog.csv"
"icon-1b 6e 9c f2","shops","yl_change_1","yl_change_1__texture_v2__fairyhead__small_tex_all__5f99418659.png","texture_v2\fairyhead\small_tex_all.assetbundle","63","64","icon-catalog.csv"
"icon-28 39 5a ca","shops","yl_change_3","yl_change_3__texture_v2__fairyhead__small_tex_all__f8f98e9858.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-7c 70 c5 29","shops","yl_daji_1","yl_daji_1__texture_v2__fairyhead__small_tex_all__fcc5653710.png","texture_v2\fairyhead\small_tex_all.assetbundle","64","64","icon-catalog.csv"
"icon-31 30 76 f0","shops","yl_daji_3","yl_daji_3__texture_v2__fairyhead__small_tex_all__6cf8333443.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-09 38 41 74","shops","yl_fuxi_1","yl_fuxi_1__texture_v2__fairyhead__small_tex_all__e3f84a09e1.png","texture_v2\fairyhead\small_tex_all.assetbundle","63","83","icon-catalog.csv"
"icon-5f 84 48 46","shops","yl_fuxi_2","yl_fuxi_2__texture_v2__fairyhead__small_tex_all__c20c074360.png","texture_v2\fairyhead\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-30 1b 46 f3","shops","yl_fuxi_3","yl_fuxi_3__texture_v2__fairyhead__small_tex_all__e2f3daf7e0.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-81 b6 b9 70","shops","yl_hu_1","yl_hu_1__texture_v2__fairyhead__small_tex_all__d5d294ffe9.png","texture_v2\fairyhead\small_tex_all.assetbundle","78","76","icon-catalog.csv"
"icon-0a e2 d6 a0","shops","yl_hu_3","yl_hu_3__texture_v2__fairyhead__small_tex_all__9abbbfd9a7.png","texture_v2\fairyhead\small_tex_all.assetbundle","83","84","icon-catalog.csv"
"icon-e2 fa ee 44","shops","yl_jiangziya_1","yl_jiangziya_1__texture_v2__fairyhead__small_tex_all__e54142a80f.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-38 01 0e 9a","shops","yl_jiangziya_3","yl_jiangziya_3__texture_v2__fairyhead__small_tex_all__367e3de1fc.png","texture_v2\fairyhead\small_tex_all.assetbundle","80","80","icon-catalog.csv"
"icon-49 2c 58 b8","shops","yl_kp_baihu_3","yl_kp_baihu_3__texture_v2__lotto__small_tex_all__ecc6e44a84.png","texture_v2\lotto\small_tex_all.assetbundle","188","389","icon-catalog.csv"
"icon-f9 11 8a d0","shops","yl_kp_change_3","yl_kp_change_3__texture_v2__lotto__small_tex_all__37f80a577b.png","texture_v2\lotto\small_tex_all.assetbundle","188","393","icon-catalog.csv"
"icon-5f 4e 4e 7e","shops","yl_kp_daji_3","yl_kp_daji_3__texture_v2__lotto__small_tex_all__7c9d4a7c48.png","texture_v2\lotto\small_tex_all.assetbundle","188","420","icon-catalog.csv"
"icon-4f 31 46 f9","shops","yl_kp_huodou_3","yl_kp_huodou_3__texture_v2__lotto__small_tex_all__0a958d20c4.png","texture_v2\lotto\small_tex_all.assetbundle","188","417","icon-catalog.csv"
"icon-8c 7a 1c ec","shops","yl_kp_jiangziya_3","yl_kp_jiangziya_3__texture_v2__lotto__small_tex_all__5392f88991.png","texture_v2\lotto\small_tex_all.assetbundle","188","414","icon-catalog.csv"
"icon-8d f1 61 59","shops","yl_kp_jinmaoshu_3","yl_kp_jinmaoshu_3__texture_v2__lotto__small_tex_all__1a1e43d66a.png","texture_v2\lotto\small_tex_all.assetbundle","188","399","icon-catalog.csv"
"icon-fe 2c d8 13","shops","yl_kp_luoshen_3","yl_kp_luoshen_3__texture_v2__lotto__small_tex_all__9bce045e50.png","texture_v2\lotto\small_tex_all.assetbundle","188","416","icon-catalog.csv"
"icon-e1 7d 48 c5","shops","yl_kp_luwu_3","yl_kp_luwu_3__texture_v2__lotto__small_tex_all__80aac5cd2c.png","texture_v2\lotto\small_tex_all.assetbundle","188","406","icon-catalog.csv"
"icon-15 df b3 d3","shops","yl_kp_mengse_3","yl_kp_mengse_3__texture_v2__lotto__small_tex_all__1ca5e9a2d4.png","texture_v2\lotto\small_tex_all.assetbundle","188","416","icon-catalog.csv"
"icon-e2 22 18 19","shops","yl_kp_nezha_3","yl_kp_nezha_3__texture_v2__lotto__small_tex_all__34e141121a.png","texture_v2\lotto\small_tex_all.assetbundle","188","390","icon-catalog.csv"
"icon-5f 8b c3 aa","shops","yl_kp_qinglong_3","yl_kp_qinglong_3__texture_v2__lotto__small_tex_all__6699da5e53.png","texture_v2\lotto\small_tex_all.assetbundle","188","421","icon-catalog.csv"
"icon-ad 83 2c 98","shops","yl_kp_qingnianniu_3","yl_kp_qingnianniu_3__texture_v2__lotto__small_tex_all__0675092844.png","texture_v2\lotto\small_tex_all.assetbundle","188","419","icon-catalog.csv"
"icon-b0 dd 42 c1","shops","yl_kp_wuqi01","yl_kp_wuqi01__texture_v2__lotto__small_tex_all__29d3995fa6.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","icon-catalog.csv"
"icon-56 e8 1e 7e","shops","yl_kp_wuqi02","yl_kp_wuqi02__texture_v2__lotto__small_tex_all__51778905c3.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","icon-catalog.csv"
"icon-3e 1d 54 b1","shops","yl_kp_wuqi03","yl_kp_wuqi03__texture_v2__lotto__small_tex_all__6e9e875679.png","texture_v2\lotto\small_tex_all.assetbundle","170","425","icon-catalog.csv"
"icon-e1 21 88 26","shops","yl_kp_wuqi04","yl_kp_wuqi04__texture_v2__lotto__small_tex_all__d07351c6da.png","texture_v2\lotto\small_tex_all.assetbundle","173","421","icon-catalog.csv"
"icon-25 6c 35 aa","shops","yl_kp_wuqi05","yl_kp_wuqi05__texture_v2__lotto__small_tex_all__6c8d27b0c4.png","texture_v2\lotto\small_tex_all.assetbundle","172","425","icon-catalog.csv"
"icon-d7 63 30 1b","shops","yl_kp_wuqi06","yl_kp_wuqi06__texture_v2__lotto__small_tex_all__57217b922c.png","texture_v2\lotto\small_tex_all.assetbundle","176","425","icon-catalog.csv"
"icon-52 83 b4 19","shops","yl_kp_wuqi07","yl_kp_wuqi07__texture_v2__lotto__small_tex_all__966f94c31f.png","texture_v2\lotto\small_tex_all.assetbundle","188","341","icon-catalog.csv"
"icon-b4 b1 f8 81","shops","yl_kp_wuqi08","yl_kp_wuqi08__texture_v2__lotto__small_tex_all__9035dde5f1.png","texture_v2\lotto\small_tex_all.assetbundle","188","358","icon-catalog.csv"
"icon-6c e2 4f db","shops","yl_kp_wuqi09","yl_kp_wuqi09__texture_v2__lotto__small_tex_all__5fcecf82e1.png","texture_v2\lotto\small_tex_all.assetbundle","188","357","icon-catalog.csv"
"icon-62 51 70 f4","shops","yl_kp_wuqi10","yl_kp_wuqi10__texture_v2__lotto__small_tex_all__4fb730ee26.png","texture_v2\lotto\small_tex_all.assetbundle","153","425","icon-catalog.csv"
"icon-40 fc 6e 13","shops","yl_kp_wuqi11","yl_kp_wuqi11__texture_v2__lotto__small_tex_all__a6ceb2c287.png","texture_v2\lotto\small_tex_all.assetbundle","155","425","icon-catalog.csv"
"icon-fe d7 c6 63","shops","yl_kp_wuqi12","yl_kp_wuqi12__texture_v2__lotto__small_tex_all__7995f5d95b.png","texture_v2\lotto\small_tex_all.assetbundle","150","425","icon-catalog.csv"
"icon-14 52 e6 b0","shops","yl_kp_wuqi13","yl_kp_wuqi13__texture_v2__lotto__small_tex_all__351d530908.png","texture_v2\lotto\small_tex_all.assetbundle","169","425","icon-catalog.csv"
"icon-08 d6 09 62","shops","yl_kp_wuqi14","yl_kp_wuqi14__texture_v2__lotto__small_tex_all__baeaf23e07.png","texture_v2\lotto\small_tex_all.assetbundle","188","425","icon-catalog.csv"
"icon-82 b9 11 9f","shops","yl_kp_wuqi15","yl_kp_wuqi15__texture_v2__lotto__small_tex_all__48b5ecc820.png","texture_v2\lotto\small_tex_all.assetbundle","164","407","icon-catalog.csv"
"icon-a1 81 a8 86","shops","yl_kp_wuqi16","yl_kp_wuqi16__texture_v2__lotto__small_tex_all__78a3f89b58.png","texture_v2\lotto\small_tex_all.assetbundle","188","328","icon-catalog.csv"
"icon-eb 86 83 24","shops","yl_kp_wuqi17","yl_kp_wuqi17__texture_v2__lotto__small_tex_all__d662e9d254.png","texture_v2\lotto\small_tex_all.assetbundle","188","371","icon-catalog.csv"
"icon-c2 48 97 5a","shops","yl_kp_wuqi18","yl_kp_wuqi18__texture_v2__lotto__small_tex_all__1d57cf904c.png","texture_v2\lotto\small_tex_all.assetbundle","188","362","icon-catalog.csv"
"icon-90 08 ea 8f","shops","yl_kp_wuqi19","yl_kp_wuqi19__texture_v2__lotto__small_tex_all__ec0b03b46c.png","texture_v2\lotto\small_tex_all.assetbundle","172","425","icon-catalog.csv"
"icon-5c c0 6c a7","shops","yl_kp_wuqi20","yl_kp_wuqi20__texture_v2__lotto__small_tex_all__66ed1f3959.png","texture_v2\lotto\small_tex_all.assetbundle","158","417","icon-catalog.csv"
"icon-8c b5 73 44","shops","yl_kp_wuqi21","yl_kp_wuqi21__texture_v2__lotto__small_tex_all__d0c22b45e9.png","texture_v2\lotto\small_tex_all.assetbundle","171","414","icon-catalog.csv"
